source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
56699,35908,7462281824603362514,8680299443848116026,7462281824603362514,8373520067587657834,DOS_SYN_Hping,1,train
56700,35909,5528754316440278885,4987014407702403359,5528754316440278885,9207836516764543719,DOS_SYN_Hping,1,test
56701,35910,5528754316440278885,4987014407702403359,5528754316440278885,8277592005850436872,DOS_SYN_Hping,1,test
56702,35911,5528754316440278885,4987014407702403359,5528754316440278885,13585137715881543549,DOS_SYN_Hping,1,test
56703,35912,5528754316440278885,4987014407702403359,5528754316440278885,2002014517976015403,DOS_SYN_Hping,1,test
56704,35913,7462281824603362514,8680299443848116026,7462281824603362514,11434525021998741066,DOS_SYN_Hping,1,train
56705,35914,5528754316440278885,4987014407702403359,5528754316440278885,5738058396777488559,DOS_SYN_Hping,1,test
56706,35915,9489234018989415242,9633457456589214555,9489234018989415242,7632388541234927603,DOS_SYN_Hping,1,train
56707,35916,9489234018989415242,9633457456589214555,9489234018989415242,11891080145321730096,DOS_SYN_Hping,1,train
56708,35917,7462281824603362514,8680299443848116026,7462281824603362514,5920529886675872634,DOS_SYN_Hping,1,train
56709,35918,7462281824603362514,8680299443848116026,7462281824603362514,757335897079990911,DOS_SYN_Hping,1,train
56710,35919,9489234018989415242,9633457456589214555,9489234018989415242,17531016488202964934,DOS_SYN_Hping,1,train
56711,35920,7462281824603362514,8680299443848116026,7462281824603362514,6335603612397725244,DOS_SYN_Hping,1,train
56712,35921,7462281824603362514,8680299443848116026,7462281824603362514,13543795035276966686,DOS_SYN_Hping,1,train
56713,35922,5528754316440278885,4987014407702403359,5528754316440278885,9051777225254849812,DOS_SYN_Hping,1,test
56714,35923,5528754316440278885,4987014407702403359,5528754316440278885,12764924840609197005,DOS_SYN_Hping,1,test
56715,35924,5528754316440278885,4987014407702403359,5528754316440278885,10723741593264771884,DOS_SYN_Hping,1,test
56716,35925,5528754316440278885,4987014407702403359,5528754316440278885,9764324340148913588,DOS_SYN_Hping,1,test
56717,35926,7462281824603362514,8680299443848116026,7462281824603362514,10970696404929083323,DOS_SYN_Hping,1,train
56718,35927,7462281824603362514,8680299443848116026,7462281824603362514,10674003789440733628,DOS_SYN_Hping,1,train
56719,35928,7462281824603362514,8680299443848116026,7462281824603362514,8211044863568028846,DOS_SYN_Hping,1,train
56720,35929,7462281824603362514,8680299443848116026,7462281824603362514,7746717658141935822,DOS_SYN_Hping,1,train
56721,35930,7462281824603362514,8680299443848116026,7462281824603362514,15413064286424487936,DOS_SYN_Hping,1,train
56722,35931,9489234018989415242,9633457456589214555,9489234018989415242,10273681674498120783,DOS_SYN_Hping,1,train
56723,35932,7462281824603362514,8680299443848116026,7462281824603362514,15147954655422750135,DOS_SYN_Hping,1,train
56724,35933,7462281824603362514,8680299443848116026,7462281824603362514,13040284335655490311,DOS_SYN_Hping,1,train
56725,35934,7462281824603362514,8680299443848116026,7462281824603362514,1636116406043366442,DOS_SYN_Hping,1,train
56726,35935,5528754316440278885,4987014407702403359,5528754316440278885,12952480377773870899,DOS_SYN_Hping,1,test
56727,35936,13195513595496322478,5832637032355651987,13195513595496322478,10919582043501993228,DOS_SYN_Hping,1,calibration
56728,35937,7314053757843902115,13144237108829636008,7314053757843902115,7222079958086211694,DOS_SYN_Hping,1,train
56729,35938,7462281824603362514,8680299443848116026,7462281824603362514,11454087311600428594,DOS_SYN_Hping,1,train
56730,35939,7462281824603362514,8680299443848116026,7462281824603362514,6543621247690626632,DOS_SYN_Hping,1,train
56731,35940,7462281824603362514,8680299443848116026,7462281824603362514,8770006542910820529,DOS_SYN_Hping,1,train
56732,35941,13195513595496322478,5832637032355651987,13195513595496322478,13497900621614644058,DOS_SYN_Hping,1,calibration
56733,35942,9489234018989415242,9633457456589214555,9489234018989415242,7542179928189092698,DOS_SYN_Hping,1,train
56734,35943,7462281824603362514,8680299443848116026,7462281824603362514,1744908508747689336,DOS_SYN_Hping,1,train
56735,35944,7462281824603362514,8680299443848116026,7462281824603362514,7691811591705343025,DOS_SYN_Hping,1,train
56736,35945,7462281824603362514,8680299443848116026,7462281824603362514,8695997051240110665,DOS_SYN_Hping,1,train
56737,35946,7462281824603362514,8680299443848116026,7462281824603362514,11494901794613283200,DOS_SYN_Hping,1,train
56738,35947,7462281824603362514,8680299443848116026,7462281824603362514,13320094683198871877,DOS_SYN_Hping,1,train
56739,35948,13195513595496322478,5832637032355651987,13195513595496322478,12391283175677260222,DOS_SYN_Hping,1,calibration
56740,35949,7462281824603362514,8680299443848116026,7462281824603362514,16284449373507131665,DOS_SYN_Hping,1,train
56741,35950,9489234018989415242,9633457456589214555,9489234018989415242,6613304848705121906,DOS_SYN_Hping,1,train
56742,35951,7462281824603362514,8680299443848116026,7462281824603362514,1600883810692613265,DOS_SYN_Hping,1,train
56743,35952,7462281824603362514,8680299443848116026,7462281824603362514,16389949038961807372,DOS_SYN_Hping,1,train
56744,35953,7462281824603362514,8680299443848116026,7462281824603362514,14165178515602985203,DOS_SYN_Hping,1,train
56745,35954,7314053757843902115,13144237108829636008,7314053757843902115,5400826339387683678,DOS_SYN_Hping,1,train
56746,35955,7462281824603362514,8680299443848116026,7462281824603362514,4160819510329503644,DOS_SYN_Hping,1,train
56747,35956,9489234018989415242,9633457456589214555,9489234018989415242,3558742380764926815,DOS_SYN_Hping,1,train
56748,35957,7462281824603362514,8680299443848116026,7462281824603362514,11550868302485045873,DOS_SYN_Hping,1,train
56749,35958,7462281824603362514,8680299443848116026,7462281824603362514,12702575953775623847,DOS_SYN_Hping,1,train
56750,35959,7462281824603362514,8680299443848116026,7462281824603362514,9306146013548581716,DOS_SYN_Hping,1,train
56751,35960,7462281824603362514,8680299443848116026,7462281824603362514,148358250542211947,DOS_SYN_Hping,1,train
56752,35961,7462281824603362514,8680299443848116026,7462281824603362514,3114388532316080842,DOS_SYN_Hping,1,train
56753,35962,7462281824603362514,8680299443848116026,7462281824603362514,2345636265831497740,DOS_SYN_Hping,1,train
56754,35963,7462281824603362514,8680299443848116026,7462281824603362514,7895545960130239160,DOS_SYN_Hping,1,train
56755,35964,7462281824603362514,8680299443848116026,7462281824603362514,3381725892487448667,DOS_SYN_Hping,1,train
56756,35965,13195513595496322478,5832637032355651987,13195513595496322478,14025502632163769010,DOS_SYN_Hping,1,calibration
56757,35966,7462281824603362514,8680299443848116026,7462281824603362514,3601146033681647239,DOS_SYN_Hping,1,train
56758,35967,7462281824603362514,8680299443848116026,7462281824603362514,8492142410526414076,DOS_SYN_Hping,1,train
56759,35968,7462281824603362514,8680299443848116026,7462281824603362514,17903971297904738797,DOS_SYN_Hping,1,train
56760,35969,7462281824603362514,8680299443848116026,7462281824603362514,1933214888797132616,DOS_SYN_Hping,1,train
56761,35970,13976611743394533697,8973578387516107073,13976611743394533697,13533148015211898014,DOS_SYN_Hping,1,test
56762,35971,7462281824603362514,8680299443848116026,7462281824603362514,13537391755966311434,DOS_SYN_Hping,1,train
56763,35972,7462281824603362514,8680299443848116026,7462281824603362514,6700051245664031606,DOS_SYN_Hping,1,train
56764,35973,7462281824603362514,8680299443848116026,7462281824603362514,6272565130523557714,DOS_SYN_Hping,1,train
56765,35974,7462281824603362514,8680299443848116026,7462281824603362514,17225142859097031428,DOS_SYN_Hping,1,train
56766,35975,7462281824603362514,8680299443848116026,7462281824603362514,12758811759767050952,DOS_SYN_Hping,1,train
56767,35976,7462281824603362514,8680299443848116026,7462281824603362514,4561759777101451530,DOS_SYN_Hping,1,train
56768,35977,7462281824603362514,8680299443848116026,7462281824603362514,14977875558031143164,DOS_SYN_Hping,1,train
56769,35978,7462281824603362514,8680299443848116026,7462281824603362514,1089679048153717109,DOS_SYN_Hping,1,train
56770,35979,5528754316440278885,4987014407702403359,5528754316440278885,18046081419914692928,DOS_SYN_Hping,1,test
56771,35980,5528754316440278885,4987014407702403359,5528754316440278885,15075526799866594293,DOS_SYN_Hping,1,test
56772,35981,7462281824603362514,8680299443848116026,7462281824603362514,4580609103870251528,DOS_SYN_Hping,1,train
56773,35982,5528754316440278885,4987014407702403359,5528754316440278885,15183233395957606665,DOS_SYN_Hping,1,test
56774,35983,7462281824603362514,8680299443848116026,7462281824603362514,17134091166283403010,DOS_SYN_Hping,1,train
56775,35984,7462281824603362514,8680299443848116026,7462281824603362514,17007679820926119817,DOS_SYN_Hping,1,train
56776,35985,7462281824603362514,8680299443848116026,7462281824603362514,6301582159801134045,DOS_SYN_Hping,1,train
56777,35986,7462281824603362514,8680299443848116026,7462281824603362514,10472959820555990084,DOS_SYN_Hping,1,train
56778,35987,7462281824603362514,8680299443848116026,7462281824603362514,11531538372328958645,DOS_SYN_Hping,1,train
56779,35988,9489234018989415242,9633457456589214555,9489234018989415242,1555425793158852896,DOS_SYN_Hping,1,train
56780,35989,7462281824603362514,8680299443848116026,7462281824603362514,945906824286754270,DOS_SYN_Hping,1,train
56781,35990,13195513595496322478,5832637032355651987,13195513595496322478,14878418005043153220,DOS_SYN_Hping,1,calibration
56782,35991,7462281824603362514,8680299443848116026,7462281824603362514,4545321788839582431,DOS_SYN_Hping,1,train
56783,35992,5528754316440278885,4987014407702403359,5528754316440278885,6961209085069591181,DOS_SYN_Hping,1,test
56784,35993,5528754316440278885,4987014407702403359,5528754316440278885,13522247151449050401,DOS_SYN_Hping,1,test
56785,35994,7462281824603362514,8680299443848116026,7462281824603362514,8402106272152192439,DOS_SYN_Hping,1,train
56786,35995,7462281824603362514,8680299443848116026,7462281824603362514,15138163917452295288,DOS_SYN_Hping,1,train
56787,35996,7462281824603362514,8680299443848116026,7462281824603362514,15088519373241298028,DOS_SYN_Hping,1,train
56788,35997,7462281824603362514,8680299443848116026,7462281824603362514,17678331406349868543,DOS_SYN_Hping,1,train
56789,35998,7462281824603362514,8680299443848116026,7462281824603362514,16780318545977816202,DOS_SYN_Hping,1,train
56790,35999,7462281824603362514,8680299443848116026,7462281824603362514,8941684642224657798,DOS_SYN_Hping,1,train
56791,36000,7462281824603362514,8680299443848116026,7462281824603362514,8624387650885705746,DOS_SYN_Hping,1,train
56792,36001,7462281824603362514,8680299443848116026,7462281824603362514,78127579397799026,DOS_SYN_Hping,1,train
56793,36002,7462281824603362514,8680299443848116026,7462281824603362514,10113341781346520472,DOS_SYN_Hping,1,train
56794,36003,5528754316440278885,4987014407702403359,5528754316440278885,16751768704139946278,DOS_SYN_Hping,1,test
56795,36004,7462281824603362514,8680299443848116026,7462281824603362514,6020777477427060672,DOS_SYN_Hping,1,train
56796,36005,5528754316440278885,4987014407702403359,5528754316440278885,7354013528371152190,DOS_SYN_Hping,1,test
56797,36006,5528754316440278885,4987014407702403359,5528754316440278885,15587930935497824036,DOS_SYN_Hping,1,test
56798,36007,13195513595496322478,5832637032355651987,13195513595496322478,17157529355814806587,DOS_SYN_Hping,1,calibration
56799,36008,7462281824603362514,8680299443848116026,7462281824603362514,3980709180721839017,DOS_SYN_Hping,1,train
56800,36009,7462281824603362514,8680299443848116026,7462281824603362514,3158880759201763461,DOS_SYN_Hping,1,train
56801,36010,9489234018989415242,9633457456589214555,9489234018989415242,6233547256200234257,DOS_SYN_Hping,1,train
56802,36011,7462281824603362514,8680299443848116026,7462281824603362514,13252930697458820020,DOS_SYN_Hping,1,train
56803,36012,7462281824603362514,8680299443848116026,7462281824603362514,6539388284861680579,DOS_SYN_Hping,1,train
56804,36013,7462281824603362514,8680299443848116026,7462281824603362514,6411564455758726895,DOS_SYN_Hping,1,train
56805,36014,7462281824603362514,8680299443848116026,7462281824603362514,12513401543855194791,DOS_SYN_Hping,1,train
56806,36015,13195513595496322478,5832637032355651987,13195513595496322478,15336274407872865586,DOS_SYN_Hping,1,calibration
56807,36016,5528754316440278885,4987014407702403359,5528754316440278885,12343683790395841764,DOS_SYN_Hping,1,test
56808,36017,5528754316440278885,4987014407702403359,5528754316440278885,3807694021640384918,DOS_SYN_Hping,1,test
56809,36018,7462281824603362514,8680299443848116026,7462281824603362514,17584227942565691204,DOS_SYN_Hping,1,train
56810,36019,7462281824603362514,8680299443848116026,7462281824603362514,14528214016627332814,DOS_SYN_Hping,1,train
56811,36020,13195513595496322478,5832637032355651987,13195513595496322478,4352924019027567283,DOS_SYN_Hping,1,calibration
56812,36021,7462281824603362514,8680299443848116026,7462281824603362514,14229336736144444300,DOS_SYN_Hping,1,train
56813,36022,7462281824603362514,8680299443848116026,7462281824603362514,11650992738557799848,DOS_SYN_Hping,1,train
56814,36023,7462281824603362514,8680299443848116026,7462281824603362514,3226485842696974284,DOS_SYN_Hping,1,train
56815,36024,7462281824603362514,8680299443848116026,7462281824603362514,9735814493436593070,DOS_SYN_Hping,1,train
56816,36025,7462281824603362514,8680299443848116026,7462281824603362514,4271145244723605041,DOS_SYN_Hping,1,train
56817,36026,7462281824603362514,8680299443848116026,7462281824603362514,12391851931322721336,DOS_SYN_Hping,1,train
56818,36027,7462281824603362514,8680299443848116026,7462281824603362514,14038758630726950254,DOS_SYN_Hping,1,train
56819,36028,7462281824603362514,8680299443848116026,7462281824603362514,18031475656837034325,DOS_SYN_Hping,1,train
56820,36029,5528754316440278885,4987014407702403359,5528754316440278885,7898732920875722353,DOS_SYN_Hping,1,test
56821,36030,13195513595496322478,5832637032355651987,13195513595496322478,512552526287001385,DOS_SYN_Hping,1,calibration
56822,36031,7314053757843902115,13144237108829636008,7314053757843902115,14338984256098284263,DOS_SYN_Hping,1,train
56823,36032,7462281824603362514,8680299443848116026,7462281824603362514,158763698997911432,DOS_SYN_Hping,1,train
56824,36033,5528754316440278885,4987014407702403359,5528754316440278885,8459047483631026933,DOS_SYN_Hping,1,test
56825,36034,7462281824603362514,8680299443848116026,7462281824603362514,2266679149897771919,DOS_SYN_Hping,1,train
56826,36035,7314053757843902115,13144237108829636008,7314053757843902115,16439599766840823122,DOS_SYN_Hping,1,train
56827,36036,13195513595496322478,5832637032355651987,13195513595496322478,4848909244592332807,DOS_SYN_Hping,1,calibration
56828,36037,7462281824603362514,8680299443848116026,7462281824603362514,440076680572429924,DOS_SYN_Hping,1,train
56829,36038,7462281824603362514,8680299443848116026,7462281824603362514,9682548050481181330,DOS_SYN_Hping,1,train
56830,36039,7462281824603362514,8680299443848116026,7462281824603362514,2785419484786721090,DOS_SYN_Hping,1,train
56831,36040,7462281824603362514,8680299443848116026,7462281824603362514,12170626718594271088,DOS_SYN_Hping,1,train
56832,36041,9489234018989415242,9633457456589214555,9489234018989415242,10985382632037195530,DOS_SYN_Hping,1,train
56833,36042,7462281824603362514,8680299443848116026,7462281824603362514,2966465552927509684,DOS_SYN_Hping,1,train
